<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
USD000000TOD 60 20200824 140000 74.2700000 74.3275000 74.2025000 74.3200000 49648000
USD000000TOD 60 20200824 150000 74.3250000 74.3375000 74.1950000 74.2475000 65399000
USD000000TOD 60 20200824 160000 74.2475000 74.4850000 74.2175000 74.4625000 30326000
USD000000TOD 60 20200824 170000 74.4525000 74.5275000 74.4125000 74.4700000 19905000
USD000000TOD 60 20200825 100000 74.4625000 74.5975000 74.3150000 74.4875000 130268000
USD000000TOD 60 20200825 110000 74.5000000 74.8500000 74.4950000 74.7775000 109255000
USD000000TOD 60 20200825 120000 74.7825000 74.8000000 74.6925000 74.7500000 64017000
USD000000TOD 60 20200825 130000 74.7525000 74.8000000 74.5800000 74.7525000 49864000
USD000000TOD 60 20200825 140000 74.7375000 74.8100000 74.7050000 74.7950000 81066000
USD000000TOD 60 20200825 150000 74.7900000 74.8650000 74.7600000 74.8075000 48629000
USD000000TOD 60 20200825 160000 74.7975000 75.0600000 74.6700000 74.9950000 68845000
USD000000TOD 60 20200825 170000 75.0025000 75.1525000 74.9725000 75.0475000 49429000
USD000000TOD 60 20200826 100000 75.4125000 75.6000000 75.3400000 75.5625000 170170000
USD000000TOD 60 20200826 110000 75.5600000 75.7300000 75.4700000 75.5400000 119563000
USD000000TOD 60 20200826 120000 75.5375000 75.8600000 75.4700000 75.8025000 119646000
USD000000TOD 60 20200826 130000 75.8100000 75.9525000 75.7650000 75.7825000 86787000
USD000000TOD 60 20200826 140000 75.7825000 75.7975000 75.6875000 75.7225000 72860000
USD000000TOD 60 20200826 150000 75.7200000 75.8600000 75.7100000 75.8375000 43470000
USD000000TOD 60 20200826 160000 75.8400000 75.9950000 75.8025000 75.8325000 50133000
USD000000TOD 60 20200826 170000 75.8350000 75.8625000 75.5200000 75.5625000 40546000
USD000000TOD 60 20200827 100000 75.5200000 75.5325000 75.0925000 75.0950000 221180000
USD000000TOD 60 20200827 110000 75.0950000 75.2150000 74.9625000 75.0175000 141038000
USD000000TOD 60 20200827 120000 75.0000000 75.1350000 74.9300000 75.0925000 92203000
USD000000TOD 60 20200827 130000 75.0950000 75.3875000 75.0800000 75.3525000 66805000
USD000000TOD 60 20200827 140000 75.3650000 75.4450000 75.0675000 75.1175000 107850000
USD000000TOD 60 20200827 150000 75.1275000 75.1500000 74.8575000 74.9875000 97691000
USD000000TOD 60 20200827 160000 74.9825000 75.1775000 74.7200000 74.9250000 185869000
USD000000TOD 60 20200827 170000 74.9575000 75.1950000 74.9425000 75.1400000 21698000
USD000000TOD 60 20200828 100000 74.5525000 74.7700000 74.4375000 74.7075000 238411000
USD000000TOD 60 20200828 110000 74.6975000 74.7200000 74.3550000 74.3850000 201521000
USD000000TOD 60 20200828 120000 74.3850000 74.4725000 74.2425000 74.4350000 142315000
USD000000TOD 60 20200828 130000 74.4350000 74.5500000 74.2300000 74.2375000 69684000
USD000000TOD 60 20200828 140000 74.2425000 74.3875000 74.2150000 74.3400000 65553000
USD000000TOD 60 20200828 150000 74.3275000 74.4900000 74.3025000 74.4625000 53582000
USD000000TOD 60 20200828 160000 74.4525000 74.4650000 74.3275000 74.3400000 28247000
USD000000TOD 60 20200828 170000 74.3525000 74.4250000 74.2800000 74.3000000 10823000
USD000000TOD 60 20200831 100000 74.1000000 74.2500000 73.6000000 73.7125000 246030000
USD000000TOD 60 20200831 110000 73.7175000 73.8700000 73.6525000 73.8000000 125430000
USD000000TOD 60 20200831 120000 73.8000000 73.8975000 73.7300000 73.7700000 79430000
USD000000TOD 60 20200831 130000 73.7650000 73.8650000 73.7475000 73.8450000 37274000
USD000000TOD 60 20200831 140000 73.8500000 73.9975000 73.7925000 73.9150000 64088000
USD000000TOD 60 20200831 150000 73.9400000 74.0575000 73.9225000 74.0350000 50826000
USD000000TOD 60 20200831 160000 74.0400000 74.2425000 73.9475000 74.2425000 54037000
USD000000TOD 60 20200831 170000 74.2425000 74.2975000 74.1225000 74.1850000 21833000
USD000000TOD 60 20200901 100000 73.6775000 73.8100000 73.4925000 73.5000000 240438000
USD000000TOD 60 20200901 110000 73.4900000 73.6425000 73.4350000 73.5925000 108497000
USD000000TOD 60 20200901 120000 73.6050000 73.7400000 73.5300000 73.7350000 78880000
USD000000TOD 60 20200901 130000 73.7325000 73.7550000 73.5000000 73.5300000 66390000
USD000000TOD 60 20200901 140000 73.5175000 73.6000000 73.4675000 73.5800000 72065000
USD000000TOD 60 20200901 150000 73.5825000 73.5875000 73.4925000 73.5075000 45481000
USD000000TOD 60 20200901 160000 73.4975000 73.6225000 73.4800000 73.5350000 93651000
USD000000TOD 60 20200901 170000 73.5450000 73.6075000 73.3850000 73.4150000 49126000
USD000000TOD 60 20200902 100000 73.7400000 73.9700000 73.6225000 73.9100000 131005000
USD000000TOD 60 20200902 110000 73.9100000 74.1600000 73.8775000 74.0975000 116256000
USD000000TOD 60 20200902 120000 74.1000000 74.1650000 73.9625000 73.9625000 112274000
USD000000TOD 60 20200902 130000 73.9625000 74.1400000 73.9000000 74.0900000 66407000
USD000000TOD 60 20200902 140000 74.0900000 74.2275000 74.0625000 74.1750000 33297000
USD000000TOD 60 20200902 150000 74.1650000 74.3700000 74.1025000 74.3625000 48565000
USD000000TOD 60 20200902 160000 74.3700000 75.4800000 74.3400000 75.2200000 166672000
USD000000TOD 60 20200902 170000 75.2400000 75.4400000 75.0100000 75.4200000 71849000
USD000000TOD 60 20200903 100000 75.4250000 75.8400000 75.2150000 75.2300000 294571000
USD000000TOD 60 20200903 110000 75.2000000 75.3800000 75.1625000 75.2925000 89166000
USD000000TOD 60 20200903 120000 75.2950000 75.4850000 75.2425000 75.3725000 60356000
USD000000TOD 60 20200903 130000 75.3600000 75.4625000 75.3475000 75.4625000 42886000
USD000000TOD 60 20200903 140000 75.4550000 75.5125000 75.3200000 75.3350000 96390000
USD000000TOD 60 20200903 150000 75.3200000 75.3675000 74.9700000 75.0125000 77506000
USD000000TOD 60 20200903 160000 75.0125000 75.1075000 74.9275000 74.9950000 65214000
USD000000TOD 60 20200903 170000 74.9900000 75.1775000 74.8675000 75.1700000 24264000
USD000000TOD 60 20200904 100000 75.2025000 75.5300000 75.0000000 75.1075000 193753000
USD000000TOD 60 20200904 110000 75.1125000 75.1325000 74.9175000 75.0250000 115788000
USD000000TOD 60 20200904 120000 75.0125000 75.1600000 74.9700000 74.9825000 89550000
USD000000TOD 60 20200904 130000 74.9725000 75.0500000 74.9025000 75.0100000 59665000
USD000000TOD 60 20200904 140000 75.0125000 75.1500000 74.9825000 75.1125000 67435000
USD000000TOD 60 20200904 150000 75.1100000 75.2500000 74.9625000 75.2250000 60873000
USD000000TOD 60 20200904 160000 75.2150000 75.3400000 75.1600000 75.3400000 48282000
USD000000TOD 60 20200904 170000 75.3300000 75.4750000 75.2475000 75.4650000 21477000
USD000000TOD 60 20200908 100000 75.8100000 76.1050000 75.7100000 75.9250000 288503000
USD000000TOD 60 20200908 110000 75.9350000 76.1600000 75.9175000 76.1175000 137709000
USD000000TOD 60 20200908 120000 76.1075000 76.3775000 76.0575000 76.3250000 128870000
USD000000TOD 60 20200908 130000 76.3400000 76.4675000 76.2575000 76.3000000 108579000
USD000000TOD 60 20200908 140000 76.2950000 76.4900000 76.2325000 76.4125000 112030000
USD000000TOD 60 20200908 150000 76.4200000 76.4325000 76.2625000 76.3025000 48942000
USD000000TOD 60 20200908 160000 76.3175000 76.5800000 76.2950000 76.4300000 78094000
USD000000TOD 60 20200908 170000 76.4150000 76.5400000 76.1950000 76.3450000 34435000
USD000000TOD 60 20200909 100000 76.3700000 76.5225000 75.8725000 75.8975000 271791000
USD000000TOD 60 20200909 110000 75.8975000 76.1000000 75.8225000 76.0675000 141147000
USD000000TOD 60 20200909 120000 76.0675000 76.1250000 75.8625000 75.9025000 77634000
USD000000TOD 60 20200909 130000 75.9100000 75.9475000 75.8125000 75.8400000 40535000
USD000000TOD 60 20200909 140000 75.8600000 75.9700000 75.8475000 75.9325000 34354000
USD000000TOD 60 20200909 150000 75.9200000 75.9625000 75.6200000 75.7150000 78019000
USD000000TOD 60 20200909 160000 75.7200000 75.7600000 75.4825000 75.5725000 60463000
USD000000TOD 60 20200909 170000 75.5650000 75.6125000 75.4150000 75.4400000 28158000
USD000000TOD 60 20200910 100000 75.3000000 75.6425000 75.2300000 75.6350000 167007000
USD000000TOD 60 20200910 110000 75.6500000 75.6725000 75.4525000 75.5350000 109201000
USD000000TOD 60 20200910 120000 75.5425000 75.5700000 75.3525000 75.3600000 69588000
USD000000TOD 60 20200910 130000 75.3625000 75.3650000 75.1575000 75.1825000 120264000
USD000000TOD 60 20200910 140000 75.1925000 75.1975000 75.0475000 75.0700000 127366000
USD000000TOD 60 20200910 150000 75.0700000 75.1125000 74.9025000 74.9375000 104999000
USD000000TOD 60 20200910 160000 74.9350000 74.9475000 74.6800000 74.7600000 89768000
USD000000TOD 60 20200910 170000 74.7675000 74.9675000 74.6625000 74.9525000 30493000
USD000000TOD 60 20200911 100000 75.1900000 75.1900000 74.7200000 74.8925000 208386000
USD000000TOD 60 20200911 110000 74.8800000 74.8900000 74.7400000 74.8625000 102584000
USD000000TOD 60 20200911 120000 74.8625000 74.9300000 74.7850000 74.9150000 88105000
USD000000TOD 60 20200911 130000 74.9150000 74.9450000 74.7625000 74.8000000 68113000
USD000000TOD 60 20200911 140000 74.7925000 74.9200000 74.7725000 74.9150000 80513000
USD000000TOD 60 20200911 150000 74.9200000 75.0325000 74.8300000 74.9875000 167064000
USD000000TOD 60 20200911 160000 74.9950000 75.0000000 74.7675000 74.8625000 34237000
USD000000TOD 60 20200911 170000 74.8525000 74.9700000 74.8050000 74.9500000 16707000
USD000000TOD 60 20200914 100000 74.8500000 75.0000000 74.5625000 74.7625000 171133000
USD000000TOD 60 20200914 110000 74.7700000 74.8900000 74.6900000 74.8775000 77388000
USD000000TOD 60 20200914 120000 74.8725000 75.3475000 74.8625000 75.2425000 99601000
USD000000TOD 60 20200914 130000 75.2550000 75.2775000 75.1675000 75.2400000 45934000
USD000000TOD 60 20200914 140000 75.2425000 75.4600000 75.2275000 75.4000000 52496000
USD000000TOD 60 20200914 150000 75.4000000 75.5275000 75.3300000 75.3575000 49197000
USD000000TOD 60 20200914 160000 75.3700000 75.4675000 75.2100000 75.2600000 30757000
USD000000TOD 60 20200914 170000 75.2525000 75.2750000 75.0975000 75.2200000 17971000
USD000000TOD 60 20200915 100000 74.9500000 75.3725000 74.9000000 75.3175000 258266000
USD000000TOD 60 20200915 110000 75.3250000 75.3275000 75.1375000 75.2100000 128480000
USD000000TOD 60 20200915 120000 75.2000000 75.2250000 75.0550000 75.1400000 112930000
USD000000TOD 60 20200915 130000 75.1400000 75.1850000 75.0000000 75.0175000 98491000
USD000000TOD 60 20200915 140000 75.0200000 75.0850000 74.9825000 75.0300000 89253000
USD000000TOD 60 20200915 150000 75.0300000 75.0300000 74.8825000 75.0025000 65711000
USD000000TOD 60 20200915 160000 74.9900000 75.1625000 74.9450000 75.1300000 44664000
USD000000TOD 60 20200915 170000 75.1250000 75.1450000 75.0450000 75.1325000 20104000
USD000000TOD 60 20200916 100000 74.9875000 75.1000000 74.8200000 74.9800000 165063000
USD000000TOD 60 20200916 110000 74.9800000 75.0000000 74.7650000 74.9000000 125145000
USD000000TOD 60 20200916 120000 74.8875000 74.9075000 74.5125000 74.7250000 133640000
USD000000TOD 60 20200916 130000 74.7300000 74.8325000 74.6850000 74.7300000 55929000
USD000000TOD 60 20200916 140000 74.7250000 74.8525000 74.7250000 74.8150000 44623000
USD000000TOD 60 20200916 150000 74.8125000 74.9800000 74.7600000 74.9750000 28432000
USD000000TOD 60 20200916 160000 74.9850000 75.0175000 74.9075000 74.9525000 32868000
USD000000TOD 60 20200916 170000 74.9400000 75.0575000 74.8850000 74.9975000 20289000
USD000000TOD 60 20200917 100000 75.2300000 75.2375000 75.0500000 75.1850000 118700000
USD000000TOD 60 20200917 110000 75.1775000 75.2900000 75.1650000 75.2050000 114896000
USD000000TOD 60 20200917 120000 75.1975000 75.2375000 75.0250000 75.0400000 73132000
USD000000TOD 60 20200917 130000 75.0300000 75.1000000 74.9175000 75.0450000 81418000
USD000000TOD 60 20200917 140000 75.0450000 75.1300000 75.0300000 75.0950000 97346000
USD000000TOD 60 20200917 150000 75.0825000 75.2775000 75.0775000 75.2775000 85478000
USD000000TOD 60 20200917 160000 75.2700000 75.4425000 75.2475000 75.2975000 67403000
USD000000TOD 60 20200917 170000 75.2750000 75.3225000 75.1850000 75.1900000 34600000
USD000000TOD 60 20200918 100000 75.0000000 75.0925000 74.9425000 75.0250000 210246000
USD000000TOD 60 20200918 110000 75.0250000 75.0450000 74.9150000 75.0425000 106143000
USD000000TOD 60 20200918 120000 75.0450000 75.0850000 75.0000000 75.0650000 85623000
USD000000TOD 60 20200918 130000 75.0550000 75.0850000 74.9850000 75.0650000 60526000
USD000000TOD 60 20200918 140000 75.0650000 75.2475000 75.0000000 75.2100000 66634000
USD000000TOD 60 20200918 150000 75.2175000 75.5000000 75.2075000 75.3075000 150158000
USD000000TOD 60 20200918 160000 75.3100000 75.6800000 75.2500000 75.5450000 68619000
USD000000TOD 60 20200918 170000 75.5675000 75.5750000 75.4350000 75.4825000 31537000
USD000000TOD 60 20200921 100000 75.5000000 76.1425000 75.5000000 76.0600000 215543000
USD000000TOD 60 20200921 110000 76.0800000 76.5475000 76.0725000 76.3500000 272088000
USD000000TOD 60 20200921 120000 76.3500000 76.3975000 76.1975000 76.3175000 90843000
USD000000TOD 60 20200921 130000 76.3175000 76.3975000 76.1750000 76.1750000 54848000
USD000000TOD 60 20200921 140000 76.1750000 76.2575000 76.1225000 76.1950000 56358000
USD000000TOD 60 20200921 150000 76.2075000 76.4650000 76.1900000 76.2300000 54234000
USD000000TOD 60 20200921 160000 76.2300000 76.4300000 76.1500000 76.3150000 63597000
USD000000TOD 60 20200921 170000 76.3175000 76.4900000 76.2625000 76.4100000 16632000
USD000000TOD 60 20200922 100000 76.3800000 76.4700000 76.2100000 76.2850000 187793000
USD000000TOD 60 20200922 110000 76.2775000 76.2825000 76.1300000 76.2250000 292143000
USD000000TOD 60 20200922 120000 76.2250000 76.2375000 75.8350000 76.0050000 185057000
USD000000TOD 60 20200922 130000 76.0175000 76.0375000 75.8425000 75.8700000 97987000
USD000000TOD 60 20200922 140000 75.8725000 75.9400000 75.7200000 75.9175000 58973000
USD000000TOD 60 20200922 150000 75.9275000 76.0075000 75.7825000 75.8225000 55270000
USD000000TOD 60 20200922 160000 75.8300000 75.9975000 75.7150000 75.9425000 56087000
USD000000TOD 60 20200922 170000 75.9425000 76.2000000 75.8775000 76.2000000 26965000
USD000000TOD 60 20200923 100000 76.2400000 76.4250000 76.1725000 76.3100000 175140000
USD000000TOD 60 20200923 110000 76.3100000 76.4000000 76.1750000 76.1850000 84278000
USD000000TOD 60 20200923 120000 76.1900000 76.3925000 76.1600000 76.3325000 139084000
USD000000TOD 60 20200923 130000 76.3400000 76.5375000 76.3300000 76.5175000 88129000
USD000000TOD 60 20200923 140000 76.5100000 76.8675000 76.5075000 76.7975000 95877000
USD000000TOD 60 20200923 150000 76.8000000 76.9600000 76.7350000 76.8700000 100830000
USD000000TOD 60 20200923 160000 76.8700000 76.9425000 76.6725000 76.8425000 66605000
USD000000TOD 60 20200923 170000 76.8300000 77.1000000 76.8125000 76.8125000 36646000
USD000000TOD 60 20200924 100000 77.2200000 77.2200000 76.9100000 77.1200000 248360000
USD000000TOD 60 20200924 110000 77.1300000 77.4450000 77.1075000 77.2950000 184126000
USD000000TOD 60 20200924 120000 77.2825000 77.3750000 77.1775000 77.2325000 110928000
USD000000TOD 60 20200924 130000 77.2300000 77.2575000 76.9875000 77.0550000 97627000
USD000000TOD 60 20200924 140000 77.0375000 77.2800000 76.9000000 77.2400000 79607000
USD000000TOD 60 20200924 150000 77.2350000 77.4050000 77.1250000 77.3800000 81801000
USD000000TOD 60 20200924 160000 77.3850000 77.4875000 77.2200000 77.2700000 123876000
USD000000TOD 60 20200924 170000 77.2650000 77.4000000 77.0750000 77.3600000 29827000
USD000000TOD 60 20200925 100000 76.6625000 77.2300000 76.6250000 76.7875000 302901000
USD000000TOD 60 20200925 110000 76.7850000 77.0725000 76.7500000 76.9925000 153454000
USD000000TOD 60 20200925 120000 76.9925000 77.3975000 76.9625000 77.3125000 205330000
USD000000TOD 60 20200925 130000 77.3025000 77.7750000 77.2800000 77.7325000 259293000
USD000000TOD 60 20200925 140000 77.7275000 77.8525000 77.4800000 77.5175000 223254000
USD000000TOD 60 20200925 150000 77.5325000 77.8375000 77.5100000 77.7475000 73483000
USD000000TOD 60 20200925 160000 77.7650000 78.2400000 77.6825000 78.1850000 72991000
USD000000TOD 60 20200925 170000 78.1675000 78.4800000 78.1450000 78.3450000 34970000
USD000000TOD 60 20200928 100000 78.0800000 78.9900000 78.0000000 78.5950000 289357000
USD000000TOD 60 20200928 110000 78.6050000 78.7850000 78.5550000 78.7225000 172999000
USD000000TOD 60 20200928 120000 78.7225000 78.9375000 78.6375000 78.8800000 126555000
USD000000TOD 60 20200928 130000 78.8825000 78.9225000 78.6600000 78.7675000 76235000
USD000000TOD 60 20200928 140000 78.7750000 78.8625000 78.5800000 78.6700000 98824000
USD000000TOD 60 20200928 150000 78.6675000 78.7600000 78.5150000 78.7100000 76998000
USD000000TOD 60 20200928 160000 78.7100000 78.9700000 78.6900000 78.9450000 71279000
USD000000TOD 60 20200928 170000 78.9300000 79.1900000 78.9000000 79.0750000 51902000
USD000000TOD 60 20200929 100000 79.2000000 79.8625000 79.1325000 79.5950000 331819000
USD000000TOD 60 20200929 110000 79.6075000 79.9650000 79.5975000 79.8025000 163037000
USD000000TOD 60 20200929 120000 79.7925000 79.8025000 79.3675000 79.4100000 131679000
USD000000TOD 60 20200929 130000 79.4000000 79.4475000 78.7400000 78.9100000 169464000
USD000000TOD 60 20200929 140000 78.9175000 79.1225000 78.5250000 78.8100000 52773000
USD000000TOD 60 20200929 150000 78.8700000 78.9050000 78.6150000 78.7725000 28891000
USD000000TOD 60 20200929 160000 78.7450000 78.9750000 78.4575000 78.7900000 47962000
USD000000TOD 60 20200929 170000 78.7975000 79.3600000 78.7725000 79.1925000 61584000
USD000000TOD 60 20200930 100000 79.3225000 79.3825000 78.5700000 78.7625000 212712000
USD000000TOD 60 20200930 110000 78.7775000 78.7875000 78.3750000 78.4875000 198097000
USD000000TOD 60 20200930 120000 78.4775000 78.5150000 78.2250000 78.2700000 103252000
USD000000TOD 60 20200930 130000 78.2600000 78.5075000 78.1600000 78.3650000 83955000
USD000000TOD 60 20200930 140000 78.3500000 78.5000000 78.2125000 78.4300000 50536000
USD000000TOD 60 20200930 150000 78.4300000 78.4625000 78.0500000 78.1100000 61287000
USD000000TOD 60 20200930 160000 78.1025000 78.1900000 77.7475000 77.7650000 67122000
USD000000TOD 60 20200930 170000 77.7825000 77.8775000 77.6625000 77.8000000 30072000
USD000000TOD 60 20201001 100000 77.3000000 77.8000000 77.0825000 77.3500000 155994000
USD000000TOD 60 20201001 110000 77.3450000 77.4600000 77.1775000 77.3950000 102660000
USD000000TOD 60 20201001 120000 77.3800000 77.4350000 77.2900000 77.3350000 49019000
USD000000TOD 60 20201001 130000 77.3250000 77.3550000 77.1275000 77.2225000 76734000
USD000000TOD 60 20201001 140000 77.2275000 77.2575000 77.0100000 77.0975000 98869000
USD000000TOD 60 20201001 150000 77.0900000 77.2350000 77.0325000 77.2100000 58653000
USD000000TOD 60 20201001 160000 77.2100000 77.4900000 77.1775000 77.3100000 48491000
USD000000TOD 60 20201001 170000 77.3500000 77.6175000 77.3225000 77.4325000 24830000
USD000000TOD 60 20201002 100000 77.8000000 78.3375000 77.6850000 78.1800000 243359000
USD000000TOD 60 20201002 110000 78.1950000 78.4925000 78.1500000 78.4500000 95467000
USD000000TOD 60 20201002 120000 78.4700000 78.5275000 78.3225000 78.5150000 107395000
USD000000TOD 60 20201002 130000 78.5050000 78.6800000 78.4000000 78.4100000 75330000
USD000000TOD 60 20201002 140000 78.4100000 78.5950000 78.3700000 78.5600000 123235000
USD000000TOD 60 20201002 150000 78.5800000 78.6500000 78.3750000 78.6025000 177266000
USD000000TOD 60 20201002 160000 78.5825000 78.7950000 78.2050000 78.3700000 71061000
USD000000TOD 60 20201002 170000 78.3775000 78.4775000 78.2275000 78.4500000 19142000
USD000000TOD 60 20201005 100000 78.0000000 78.2500000 77.8175000 78.2500000 206590000
USD000000TOD 60 20201005 110000 78.2625000 78.4925000 78.1400000 78.3300000 134917000
USD000000TOD 60 20201005 120000 78.3300000 78.4450000 78.2850000 78.3050000 171242000
USD000000TOD 60 20201005 130000 78.3175000 78.6400000 78.2900000 78.5725000 66411000
USD000000TOD 60 20201005 140000 78.5725000 78.8750000 78.4950000 78.7000000 74430000
USD000000TOD 60 20201005 150000 78.6925000 78.8575000 78.6000000 78.7825000 26211000
USD000000TOD 60 20201005 160000 78.7975000 78.7975000 78.3850000 78.3850000 37150000
USD000000TOD 60 20201005 170000 78.3775000 78.3775000 78.2300000 78.2900000 21230000
USD000000TOD 60 20201006 100000 78.1900000 78.6475000 78.1650000 78.5300000 169460000
USD000000TOD 60 20201006 110000 78.5425000 78.6650000 78.4800000 78.5050000 86424000
USD000000TOD 60 20201006 120000 78.5050000 78.5275000 78.3450000 78.4075000 97339000
USD000000TOD 60 20201006 130000 78.4075000 78.4700000 78.1800000 78.2175000 65037000
USD000000TOD 60 20201006 140000 78.2250000 78.2450000 77.8725000 77.8800000 81682000
USD000000TOD 60 20201006 150000 77.8725000 77.9450000 77.6100000 77.8000000 61921000
USD000000TOD 60 20201006 160000 77.8125000 77.9800000 77.7525000 77.8850000 43611000
USD000000TOD 60 20201006 170000 77.8775000 78.0725000 77.8125000 78.0500000 30006000
USD000000TOD 60 20201007 100000 78.1850000 78.3600000 77.9400000 78.0525000 137714000
USD000000TOD 60 20201007 110000 78.0600000 78.2125000 78.0600000 78.1375000 77245000
USD000000TOD 60 20201007 120000 78.1225000 78.3850000 78.1150000 78.3175000 70452000
USD000000TOD 60 20201007 130000 78.3375000 78.4750000 78.3075000 78.3450000 65405000
USD000000TOD 60 20201007 140000 78.3600000 78.4600000 78.1250000 78.1300000 61092000
USD000000TOD 60 20201007 150000 78.1300000 78.1650000 77.9650000 77.9975000 89372000
USD000000TOD 60 20201007 160000 77.9875000 78.2675000 77.9400000 78.2375000 39553000
USD000000TOD 60 20201007 170000 78.2325000 78.2925000 78.1100000 78.1875000 16207000
USD000000TOD 60 20201008 100000 77.8025000 78.0500000 77.7500000 77.9425000 198731000
USD000000TOD 60 20201008 110000 77.9275000 78.1000000 77.8875000 78.0050000 91257000
USD000000TOD 60 20201008 120000 78.0150000 78.0500000 77.8550000 77.9325000 64529000
USD000000TOD 60 20201008 130000 77.9350000 77.9500000 77.5350000 77.6200000 143765000
USD000000TOD 60 20201008 140000 77.6350000 77.6500000 77.4500000 77.4825000 156664000
USD000000TOD 60 20201008 150000 77.4900000 77.5000000 77.3100000 77.4750000 107213000
USD000000TOD 60 20201008 160000 77.4725000 77.6800000 77.4500000 77.4700000 63233000
USD000000TOD 60 20201008 170000 77.4500000 77.5900000 77.4175000 77.5650000 38691000
USD000000TOD 60 20201009 100000 77.1000000 77.3275000 76.8025000 76.9775000 220987000
USD000000TOD 60 20201009 110000 76.9800000 77.1400000 76.8875000 77.0725000 135943000
USD000000TOD 60 20201009 120000 77.0825000 77.2900000 77.0125000 77.1675000 124395000
USD000000TOD 60 20201009 130000 77.1575000 77.2500000 77.0775000 77.0925000 89361000
USD000000TOD 60 20201009 140000 77.1000000 77.1975000 76.9625000 77.0500000 95877000
USD000000TOD 60 20201009 150000 77.0625000 77.1225000 76.9025000 76.9025000 57679000
USD000000TOD 60 20201009 160000 76.9000000 77.0375000 76.8225000 76.8800000 55738000
USD000000TOD 60 20201009 170000 76.8750000 76.8825000 76.6825000 76.7075000 45066000
USD000000TOD 60 20201013 100000 77.2050000 77.4250000 77.2000000 77.2875000 223307000
USD000000TOD 60 20201013 110000 77.2900000 77.3175000 77.0575000 77.1600000 147003000
USD000000TOD 60 20201013 120000 77.1525000 77.1975000 76.9925000 77.0500000 68007000
USD000000TOD 60 20201013 130000 77.0575000 77.1375000 76.9825000 76.9850000 56528000
USD000000TOD 60 20201013 140000 77.0000000 77.0800000 76.8550000 76.9675000 68385000
USD000000TOD 60 20201013 150000 76.9675000 77.1400000 76.9250000 77.1275000 53287000
USD000000TOD 60 20201013 160000 77.1275000 77.2925000 77.0850000 77.1675000 37703000
USD000000TOD 60 20201013 170000 77.1975000 77.2750000 77.0875000 77.1975000 20541000
USD000000TOD 60 20201014 100000 77.1500000 77.3950000 77.1075000 77.3050000 141489000
USD000000TOD 60 20201014 110000 77.2975000 77.3100000 77.0875000 77.1650000 89773000
USD000000TOD 60 20201014 120000 77.1675000 77.2575000 77.1275000 77.2100000 81204000
USD000000TOD 60 20201014 130000 77.2250000 77.6200000 77.1950000 77.5275000 128738000
USD000000TOD 60 20201014 140000 77.5225000 77.5600000 77.3900000 77.3900000 49934000
USD000000TOD 60 20201014 150000 77.3950000 77.4400000 77.2450000 77.3125000 42167000
USD000000TOD 60 20201014 160000 77.2875000 77.3950000 77.2700000 77.3725000 26800000
USD000000TOD 60 20201014 170000 77.3775000 77.4600000 77.3100000 77.3975000 13859000
USD000000TOD 60 20201015 100000 77.8500000 78.0800000 77.6525000 77.8575000 148279000
USD000000TOD 60 20201015 110000 77.8750000 78.1725000 77.8625000 78.0875000 219605000
USD000000TOD 60 20201015 120000 78.0900000 78.1400000 77.9725000 78.0150000 92723000
USD000000TOD 60 20201015 130000 78.0150000 78.1075000 77.8425000 77.9250000 55886000
USD000000TOD 60 20201015 140000 77.9200000 78.1600000 77.8800000 78.0900000 104660000
USD000000TOD 60 20201015 150000 78.0975000 78.2200000 78.0600000 78.1950000 102570000
USD000000TOD 60 20201015 160000 78.1975000 78.2925000 78.1050000 78.1350000 92483000
USD000000TOD 60 20201015 170000 78.1550000 78.2750000 78.1325000 78.2750000 13434000
USD000000TOD 60 20201016 100000 78.1475000 78.3150000 77.8350000 77.8800000 178662000
USD000000TOD 60 20201016 110000 77.8875000 77.9725000 77.8550000 77.9025000 78130000
USD000000TOD 60 20201016 120000 77.9100000 78.2300000 77.9000000 78.1575000 81335000
USD000000TOD 60 20201016 130000 78.1850000 78.3425000 78.0075000 78.0675000 105336000
USD000000TOD 60 20201016 140000 78.0850000 78.1675000 77.9575000 77.9850000 43295000
USD000000TOD 60 20201016 150000 77.9600000 78.0350000 77.8775000 77.9725000 84309000
USD000000TOD 60 20201016 160000 77.9725000 78.2000000 77.9500000 78.0200000 34237000
USD000000TOD 60 20201016 170000 78.0225000 78.0425000 77.8800000 77.9400000 11475000
USD000000TOD 60 20201019 100000 78.0050000 78.0675000 77.7500000 77.9875000 161796000
USD000000TOD 60 20201019 110000 77.9950000 78.0675000 77.8125000 77.8875000 131553000
USD000000TOD 60 20201019 120000 77.8850000 77.8850000 77.6550000 77.7150000 77375000
USD000000TOD 60 20201019 130000 77.7100000 77.7200000 77.5800000 77.6050000 142474000
USD000000TOD 60 20201019 140000 77.6050000 77.6900000 77.5300000 77.5600000 72910000
USD000000TOD 60 20201019 150000 77.5600000 77.7775000 77.5500000 77.7250000 35473000
USD000000TOD 60 20201019 160000 77.7100000 77.7900000 77.5725000 77.6200000 31109000
USD000000TOD 60 20201019 170000 77.6250000 77.7450000 77.5000000 77.5250000 21399000
USD000000TOD 60 20201020 100000 77.7050000 77.9075000 77.6575000 77.7650000 168691000
USD000000TOD 60 20201020 110000 77.7900000 77.8550000 77.6925000 77.8450000 99469000
